exam_duration_minutes,time_taken_to_start,tab_switch_count,fullscreen_exit_count,copy_paste_attempts,device_switch_count,ip_address_change,mouse_movement_speed,inactivity_time,question_skip_count,revisits_count,login_attempts,network_instability,webcam_disabled_flag,background_noise_flag,exam_time_remaining,typing_speed,answer_change_count,suspicious_activity_score,cheating_risk
96,10,8,2,2,0,0,584,200,5,22,1,0,0,0,33,46,20,13,1
85,1,4,3,0,0,0,508,57,6,23,1,0,0,0,31,43,13,8,0
80,1,2,2,2,1,0,453,99,0,28,1,0,0,0,20,45,8,8,1
76,0,7,4,1,1,0,468,55,6,13,2,1,0,1,0,45,6,15,1
40,4,2,2,0,0,1,387,32,0,0,1,0,0,0,21,37,1,5,0
60,5,8,4,0,1,1,648,175,6,19,4,0,0,0,37,24,20,17,1
74,3,6,1,0,0,0,401,57,2,17,1,2,0,0,10,39,12,8,1
30,0,5,1,1,0,0,308,62,0,0,1,0,0,0,4,48,2,8,0
98,6,10,0,0,0,0,638,95,7,35,1,1,0,0,30,31,14,11,0
52,1,2,2,2,1,0,553,16,3,12,1,1,0,1,26,44,12,8,0
91,8,4,1,2,1,0,304,167,5,16,1,1,1,0,30,32,11,9,1
30,4,0,1,0,0,0,594,62,5,21,2,0,0,0,8,49,4,3,0
63,2,4,2,0,1,0,326,59,3,14,1,0,0,0,14,40,7,8,0
60,1,6,2,0,0,0,493,17,3,23,1,0,1,0,8,44,11,9,1
64,1,5,1,0,0,0,342,82,6,8,2,0,1,0,29,26,8,8,1
45,3,8,4,0,0,0,535,98,2,17,3,0,0,0,23,41,12,15,1
30,2,8,1,0,0,0,375,65,0,0,1,0,0,0,20,52,0,10,0
99,1,8,1,1,0,0,405,131,12,9,1,1,0,0,26,42,13,11,1
30,5,3,2,1,1,0,531,124,0,0,2,2,0,0,18,47,0,9,1
30,0,1,1,0,0,0,408,38,0,0,3,0,0,1,20,30,0,5,0
30,2,5,2,0,0,0,493,35,0,11,1,0,0,0,10,50,6,8,0
43,3,9,1,0,0,0,504,51,0,7,1,0,0,0,18,48,0,11,0
80,3,8,4,0,0,0,449,108,6,15,1,2,0,0,18,39,9,13,1
30,4,5,2,0,0,0,528,106,2,5,1,0,0,0,20,33,0,8,0
69,1,6,0,0,0,0,421,32,0,10,3,0,0,0,29,48,6,9,1
56,0,6,0,2,0,0,456,98,2,18,1,0,0,0,20,40,0,9,0
131,6,6,1,1,0,0,667,166,14,32,1,0,0,0,26,44,27,9,0
80,2,7,2,1,0,0,425,133,4,9,5,2,0,0,23,44,11,15,1
93,3,1,3,0,0,0,442,16,4,31,2,0,0,0,23,50,18,6,0
46,0,5,0,0,0,0,464,141,0,7,1,0,0,0,23,39,2,6,0
68,5,5,1,1,0,0,675,74,7,12,1,0,0,0,18,39,21,8,0
39,0,4,1,1,0,0,650,93,2,0,4,1,0,0,21,45,0,10,0
80,5,7,2,1,0,0,476,101,7,9,1,1,0,0,27,35,14,11,1
76,2,6,0,0,0,0,528,30,3,19,1,0,0,0,28,47,9,7,0
30,1,2,1,0,0,0,526,80,0,0,1,0,0,1,20,47,3,4,0
33,2,4,1,2,0,0,652,70,2,5,1,1,0,0,21,35,0,8,0
30,5,3,1,0,0,0,442,121,1,9,1,1,0,0,8,50,8,5,0
30,3,3,2,0,1,0,639,110,0,0,2,0,0,0,0,38,0,8,1
38,4,2,0,1,0,0,634,89,1,15,1,1,1,1,16,43,7,4,1
30,0,5,0,1,0,0,495,93,1,2,1,0,0,0,12,40,8,7,0
30,0,8,3,1,0,0,553,88,4,8,2,2,0,0,20,35,3,14,1
75,2,6,3,0,0,0,487,0,4,11,2,0,0,0,0,49,0,11,0
91,3,6,2,0,1,0,362,128,4,31,2,1,0,0,23,39,3,11,1
30,3,8,2,0,1,1,385,149,5,4,1,0,0,0,20,49,0,12,1
32,2,2,1,0,0,0,603,46,0,16,2,0,0,0,3,45,4,5,0
54,3,0,3,0,0,0,573,59,9,4,1,0,0,0,17,54,7,4,0
54,5,6,2,0,0,1,704,48,0,17,1,1,0,0,0,44,12,9,0
30,1,4,4,0,0,0,569,75,2,8,2,0,0,1,0,43,4,10,1
79,3,6,0,1,0,0,671,56,5,21,2,1,0,0,11,40,13,9,0
85,9,5,2,2,0,0,582,179,7,19,2,1,0,0,6,37,15,11,1
62,3,6,0,0,2,0,495,67,5,14,2,0,0,0,14,53,12,10,1
36,2,3,0,1,0,0,573,25,4,11,1,0,0,0,0,46,0,5,0
119,9,6,0,2,0,0,445,201,11,26,4,1,0,1,14,31,26,12,1
108,5,4,3,0,0,0,624,94,8,33,2,1,0,1,10,39,20,9,1
59,1,2,2,1,0,0,522,56,4,14,3,0,0,0,4,43,4,8,0
51,6,5,0,0,0,0,829,84,10,12,1,0,0,0,4,27,4,6,0
84,5,7,0,0,0,0,598,75,5,27,1,0,1,0,4,34,14,8,1
62,5,3,2,0,1,0,562,43,2,7,1,1,0,0,20,41,0,7,0
79,2,4,2,2,0,0,511,61,1,25,1,0,0,1,20,43,8,9,1
74,0,1,2,0,0,0,650,6,8,8,1,0,0,0,13,47,11,4,0
54,2,4,2,0,0,0,628,78,0,2,1,1,0,0,5,44,7,7,0
46,0,8,0,1,2,0,454,97,4,14,2,1,1,0,10,40,7,13,1
30,0,2,1,0,0,0,457,36,0,12,1,0,0,1,16,45,0,4,0
30,0,10,2,3,2,0,196,130,2,6,1,0,0,0,20,41,9,18,1
30,0,3,2,1,0,0,613,56,0,2,1,1,0,0,20,36,0,7,0
92,6,7,0,0,0,0,574,117,12,36,1,1,0,0,13,37,16,8,1
103,2,8,0,0,0,0,390,157,6,37,2,4,1,1,34,34,18,10,1
86,1,7,0,2,0,1,410,117,7,17,1,0,0,1,20,51,14,10,1
80,4,5,0,1,0,0,648,47,6,20,1,0,1,0,12,28,17,7,1
93,3,5,0,1,1,1,231,159,5,27,1,1,1,0,13,38,11,8,1
93,4,6,1,0,0,0,534,90,10,27,1,1,0,1,9,43,26,8,0
85,3,5,1,2,0,0,419,76,6,14,1,0,1,0,13,39,10,9,1
86,6,6,0,0,0,0,682,70,12,24,1,0,0,0,15,36,10,7,0
42,6,4,0,0,0,0,597,62,5,10,1,0,0,0,12,45,0,5,0
74,6,6,2,0,0,0,613,92,7,12,6,1,0,1,4,38,12,14,0
57,2,4,1,0,0,0,633,74,4,2,1,0,0,0,15,38,1,6,0
46,3,4,0,1,0,0,583,100,5,8,1,0,0,0,29,44,8,6,0
30,3,4,0,2,0,0,367,70,0,1,4,1,0,0,20,38,0,10,0
88,6,8,5,1,1,0,525,167,6,32,3,0,1,0,22,41,16,18,1
73,5,6,1,0,0,0,471,60,10,18,1,1,0,0,5,46,19,8,0
35,2,1,0,0,1,1,541,57,2,3,1,0,0,0,24,40,6,3,1
94,3,4,0,0,0,0,517,24,13,21,1,0,0,0,6,21,22,5,0
120,3,7,1,0,1,0,412,93,12,29,1,0,0,1,0,33,14,10,1
55,2,2,3,0,0,0,402,14,5,13,2,0,0,0,16,53,6,7,0
59,4,4,0,0,0,1,577,50,1,0,1,2,0,0,3,46,6,5,0
83,7,1,5,3,0,1,607,104,3,18,3,1,0,0,2,48,16,12,1
99,3,8,2,2,0,0,380,104,2,12,1,1,0,1,24,39,17,13,1
71,2,2,0,0,0,0,546,102,0,7,3,1,0,0,14,43,10,5,0
30,0,4,0,1,0,0,515,46,0,0,2,0,0,0,9,44,0,7,0
62,1,5,2,0,0,0,522,75,8,25,1,0,1,0,19,44,0,8,1
30,1,3,0,2,0,0,437,97,0,0,1,0,0,0,20,35,0,6,0
60,7,6,1,1,0,0,805,170,10,26,3,0,0,0,14,39,11,11,1
84,1,4,0,1,0,0,574,74,1,13,4,0,0,0,13,42,18,9,0
63,0,4,2,1,0,0,496,88,6,13,1,0,1,0,29,47,5,8,1
68,5,5,0,0,0,0,602,167,3,27,2,0,0,0,29,39,7,7,0
91,5,3,0,0,0,0,484,89,4,6,1,0,0,0,36,43,14,4,0
93,7,6,0,1,0,0,594,94,11,21,2,0,0,0,18,37,28,9,0
65,0,5,2,1,1,0,446,53,1,0,1,0,0,1,16,43,4,10,1
55,0,6,0,0,0,0,533,43,0,4,1,1,0,0,27,45,0,7,0
43,6,6,0,1,0,0,449,109,8,12,4,1,0,0,14,32,5,11,0
98,2,5,1,0,1,0,524,50,0,15,1,0,0,0,19,49,8,8,1
88,5,7,3,1,0,0,484,44,8,35,1,0,0,0,12,47,10,12,1
117,6,9,1,0,0,0,494,177,0,34,1,6,0,0,21,45,12,11,1
65,0,4,0,0,0,0,359,70,4,18,3,1,0,0,1,33,6,7,0
48,3,2,1,1,0,0,589,85,4,0,1,3,0,0,1,41,4,5,0
55,2,3,0,0,1,0,462,77,8,15,4,0,0,1,12,51,6,8,1
72,2,6,1,0,0,0,372,21,2,17,2,1,0,0,23,53,7,9,0
88,5,9,1,1,2,0,437,122,12,21,2,0,0,0,17,45,13,15,1
68,0,2,1,0,0,0,610,81,0,20,2,0,0,0,19,40,13,5,0
57,4,1,0,0,1,0,520,109,4,20,2,0,0,1,14,39,10,4,0
62,0,2,1,3,0,0,563,93,4,10,2,1,0,0,26,34,7,8,1
80,1,5,0,0,0,0,352,93,10,24,2,0,0,0,19,41,21,7,0
58,4,3,2,0,1,0,506,81,7,20,1,1,1,1,21,42,19,7,1
39,2,7,1,0,0,0,559,120,0,10,1,2,0,0,28,37,16,9,1
35,2,6,3,2,0,0,339,169,5,10,1,1,1,0,25,37,13,12,1
83,7,4,2,1,1,0,670,90,14,29,1,0,0,0,6,26,16,9,1
63,2,4,0,0,0,0,464,147,5,6,2,1,0,0,17,50,4,6,1
89,0,6,1,0,1,0,587,67,6,26,1,0,0,0,9,42,18,9,0
85,5,8,0,3,1,0,402,149,10,25,1,0,1,0,37,30,15,13,1
53,3,5,1,1,0,0,606,45,5,15,4,0,0,0,9,35,7,11,1
69,5,4,1,2,0,0,578,61,6,32,4,0,0,0,20,34,19,11,1
47,8,5,1,0,0,0,678,109,3,9,1,2,0,0,3,46,20,7,1
45,5,4,3,0,0,0,481,183,0,8,1,2,1,0,0,41,1,8,1
49,2,2,1,2,0,0,632,81,0,10,1,0,0,0,4,34,0,6,0
46,2,2,0,1,0,0,499,71,2,5,3,1,0,0,22,35,2,6,0
74,5,6,1,1,1,0,604,80,10,11,1,0,1,0,25,40,17,10,1
43,9,2,2,0,0,0,630,101,7,19,1,0,0,0,22,45,14,5,0
70,6,4,2,0,0,0,676,153,7,24,2,0,0,0,4,38,15,8,0
92,3,8,1,0,0,0,526,74,12,20,2,1,0,0,13,30,13,11,1
30,1,2,0,0,0,0,449,109,0,0,3,0,0,0,19,51,0,5,0
52,4,3,1,0,1,0,555,63,5,11,4,4,0,0,20,52,1,9,1
30,0,6,1,0,0,1,491,111,0,0,2,0,1,1,2,33,0,9,1
78,2,5,3,1,0,0,474,87,3,17,2,0,0,0,23,35,14,11,1
66,9,8,3,1,2,0,651,194,5,11,1,2,0,0,13,31,11,15,1
60,8,2,0,2,0,0,638,142,1,13,1,1,0,0,44,30,16,5,0
106,4,5,0,0,0,0,522,80,5,22,2,1,0,0,26,45,19,7,0
30,1,8,1,0,0,0,476,37,3,0,1,1,0,0,20,43,0,10,0
79,3,0,0,0,0,0,441,66,6,17,1,0,0,1,15,47,9,1,0
68,2,5,0,2,0,1,693,76,6,24,1,0,0,0,21,41,9,8,1
30,3,3,1,0,1,0,446,83,0,0,1,0,1,0,17,40,3,6,1
69,3,1,3,2,1,0,429,107,9,14,1,0,1,0,34,51,18,8,1
58,10,8,1,0,0,0,744,183,4,11,1,2,0,0,6,42,6,10,1
52,0,2,1,0,0,0,523,81,2,10,5,1,0,1,7,40,5,8,1
44,5,5,0,1,0,0,480,120,4,3,1,0,0,0,7,40,0,7,0
145,6,2,0,0,0,0,517,99,13,34,1,0,0,0,14,46,27,3,0
56,0,5,0,0,0,0,487,45,2,3,2,0,0,1,12,41,5,7,0
30,4,5,1,0,0,0,437,99,0,0,1,0,0,0,20,36,10,7,0
30,2,2,0,1,1,1,506,49,0,6,1,1,0,0,20,53,0,5,0
56,1,4,3,1,1,1,532,74,0,6,1,1,0,0,12,42,3,10,1
37,3,3,3,0,0,0,808,97,2,9,3,0,0,0,15,39,1,9,1
52,0,7,0,0,0,0,471,102,0,5,3,0,0,0,10,54,6,10,0
33,0,4,2,0,0,0,393,58,0,3,2,1,0,0,23,33,2,8,0
94,1,6,1,0,0,0,515,25,9,20,1,1,0,0,13,40,18,8,0
50,6,8,1,1,0,0,574,185,8,6,5,3,0,0,9,40,0,15,1
44,5,3,4,0,0,0,652,62,4,0,3,1,0,0,0,38,0,10,0
50,3,2,0,0,1,0,556,68,0,5,3,1,0,0,21,54,8,6,0
40,9,3,2,2,0,0,638,119,6,14,3,2,0,0,18,41,12,10,1
102,4,9,1,1,1,0,526,62,3,34,1,2,0,0,22,39,21,13,1
68,6,5,2,0,1,1,532,68,9,15,2,1,0,0,10,48,12,10,1
67,0,1,0,0,0,0,636,90,1,19,2,0,0,0,12,39,17,3,0
65,8,3,2,1,0,1,748,98,5,13,5,1,0,0,33,31,13,11,1
60,5,5,0,0,0,0,658,61,2,16,1,0,0,0,9,42,8,6,0
91,6,5,3,1,0,0,680,149,15,32,3,0,0,1,13,24,25,12,1
51,0,3,1,0,1,0,350,76,6,2,1,0,0,1,14,46,8,6,1
71,4,4,2,0,0,0,605,96,5,13,2,0,0,0,12,36,17,8,1
107,3,5,6,0,0,0,577,151,5,17,2,1,0,0,24,47,12,13,1
30,2,4,3,1,0,0,424,75,1,5,4,0,0,1,12,46,6,12,1
66,1,7,2,0,0,0,556,61,0,16,2,1,0,0,35,33,8,11,0
58,0,4,5,2,0,0,375,148,5,16,1,3,0,0,46,46,15,12,1
41,0,5,2,2,0,0,352,90,2,16,1,0,0,0,30,29,12,10,0
90,6,6,1,0,0,0,622,145,4,9,2,1,0,0,31,48,11,9,1
101,7,11,2,0,0,0,361,111,9,12,1,3,0,0,35,26,13,14,1
75,4,2,0,1,1,0,691,68,9,20,2,1,1,0,0,39,17,6,1
49,3,3,1,1,0,0,490,83,3,8,1,0,1,0,0,44,1,6,1
61,1,7,3,2,0,0,426,104,1,18,1,0,0,0,16,39,8,13,1
109,3,6,4,0,0,0,512,131,10,37,4,2,0,1,16,37,26,14,1
44,1,2,1,0,0,0,521,25,1,0,1,2,0,0,31,35,3,4,0
67,2,5,0,0,0,0,541,53,3,3,1,0,0,0,23,41,10,6,0
78,5,1,1,0,0,0,582,110,6,25,1,0,0,0,0,35,13,3,0
67,2,5,4,0,0,0,329,99,3,17,3,3,0,0,23,43,18,12,1
81,2,6,0,1,0,0,514,70,10,24,1,0,0,0,22,40,11,8,0
62,3,2,0,2,1,1,385,146,2,10,2,1,1,0,42,30,10,7,1
77,3,3,1,0,0,0,535,86,7,28,1,0,0,0,4,40,6,5,0
100,5,7,2,0,1,0,541,103,12,28,1,0,1,1,23,37,19,11,1
63,3,3,0,0,0,0,464,116,3,12,1,4,0,0,13,31,11,4,1
57,2,3,0,2,0,1,269,93,10,18,1,0,0,0,7,34,7,6,1
67,2,5,1,1,0,0,559,145,3,20,1,0,0,0,14,36,2,8,0
30,7,3,0,0,0,0,569,101,0,10,3,0,0,1,8,46,9,6,0
57,5,6,2,0,0,0,526,27,6,5,2,1,0,0,11,43,16,10,0
45,5,5,5,0,1,0,681,93,0,2,1,1,0,0,8,44,3,12,1
105,4,4,4,0,0,0,381,62,7,12,1,0,0,0,23,45,14,9,1
112,6,1,0,0,1,0,525,129,8,39,4,0,0,0,30,28,16,6,0
109,6,6,2,1,0,0,747,110,4,34,1,0,0,1,16,45,20,10,1
122,4,8,2,2,0,0,531,55,6,17,3,1,0,0,29,48,13,15,1
55,0,2,3,0,0,0,628,94,1,7,1,0,1,1,9,37,0,6,0
102,7,7,4,1,0,0,681,146,11,37,3,0,0,0,25,38,23,15,1
42,10,5,2,1,0,0,532,226,1,15,1,2,0,0,32,31,4,9,1
34,2,2,2,0,0,0,582,71,6,11,1,0,0,1,8,47,4,5,0
117,5,5,0,0,0,0,553,66,8,29,3,1,0,1,16,23,24,8,0
30,2,3,3,2,0,0,484,68,0,8,1,1,0,0,20,27,5,9,1
86,2,4,2,1,0,0,433,70,6,16,2,2,0,0,27,52,18,9,0
52,1,3,0,1,0,0,516,84,2,14,1,0,0,1,27,40,14,5,0
48,9,1,3,0,0,1,623,107,7,11,1,1,0,0,12,47,16,5,0
51,5,2,0,1,0,0,488,46,0,0,1,1,1,0,17,42,0,4,1
79,9,8,1,0,0,0,595,112,5,25,2,0,0,0,26,32,23,11,1
84,3,6,1,0,0,0,508,13,2,3,1,1,0,1,24,46,8,8,0
98,6,2,2,1,0,0,653,42,9,18,1,0,0,0,32,35,12,6,0
114,4,9,0,1,0,0,529,98,15,18,1,0,0,0,12,53,12,11,1
32,0,3,1,1,0,0,598,0,0,8,3,0,0,0,10,45,0,8,0
47,7,6,1,1,0,0,654,101,5,5,3,1,1,1,28,37,17,11,1
50,1,6,0,1,1,0,536,69,0,6,1,0,0,0,17,38,5,9,1
32,0,3,0,0,0,0,516,21,0,10,1,1,0,0,10,39,8,4,0
41,0,3,3,1,1,0,469,40,4,0,1,0,0,1,25,43,0,9,0
91,1,3,1,0,1,0,512,54,0,16,1,1,1,0,18,38,0,6,0
57,3,2,2,0,0,0,675,76,6,11,1,0,0,0,0,38,3,5,0
30,0,2,2,0,0,0,413,75,0,0,1,0,1,0,6,41,0,5,0
49,0,3,1,2,0,0,494,15,0,9,1,0,1,0,13,43,10,7,1
53,3,5,1,0,1,0,529,129,4,21,3,0,0,0,22,35,12,10,1
36,5,3,2,2,0,0,442,43,4,1,1,0,0,0,21,41,0,8,0
30,4,6,2,0,0,0,484,58,1,0,1,0,0,0,16,39,0,9,0
74,4,2,0,0,0,1,592,92,7,16,1,1,0,0,0,44,29,3,1
99,5,6,4,0,2,0,514,177,5,23,2,1,0,0,24,35,14,14,1
30,4,5,3,1,0,0,552,30,6,0,2,1,0,0,10,40,0,11,0
30,0,3,0,0,0,0,510,58,0,3,1,0,0,0,15,41,0,4,0
69,5,4,0,0,1,0,483,64,1,15,1,1,0,0,0,44,2,6,0
36,0,4,2,1,0,0,690,51,0,1,1,0,0,1,7,35,0,8,0
61,3,3,0,0,0,0,617,69,6,19,3,0,0,0,24,41,3,6,0
37,0,1,0,0,0,0,447,38,2,12,1,0,0,1,8,46,2,2,0
74,6,6,2,0,0,0,490,113,7,20,2,0,0,0,37,47,24,10,1
30,1,0,1,0,0,0,477,69,0,0,1,2,0,0,20,45,0,2,0
30,6,2,2,0,0,0,559,115,0,0,3,0,0,0,15,40,0,7,0
30,0,8,2,3,0,0,447,159,0,0,1,0,0,0,20,41,0,14,1
85,7,3,3,0,0,0,697,117,10,31,3,0,0,0,24,36,15,9,0
66,7,2,4,0,0,0,562,105,7,3,1,3,0,0,6,45,1,7,1
30,1,6,0,1,1,0,555,54,0,0,1,0,0,0,20,43,5,9,1
68,6,4,0,1,0,1,578,54,2,20,3,1,1,0,8,42,10,8,1
79,6,9,2,2,0,0,557,11,11,17,2,1,0,1,10,38,16,15,1
52,4,4,0,0,0,0,564,79,3,16,2,1,0,0,7,39,16,6,0
47,8,0,1,0,0,0,639,95,3,8,1,2,0,0,10,38,6,2,0
85,5,3,2,2,0,0,408,167,10,24,5,1,0,0,16,29,17,12,1
94,8,8,2,2,1,0,555,195,8,29,2,5,1,0,28,34,23,15,1
74,0,6,0,3,0,0,304,144,6,5,1,0,1,0,40,49,5,10,1
56,3,5,0,0,0,0,612,65,5,18,1,2,0,0,0,48,21,6,0
48,9,6,0,1,0,0,567,105,5,8,2,0,0,0,20,45,9,9,0
45,2,3,1,0,0,0,493,98,6,3,4,2,0,0,12,44,12,8,0
30,1,6,1,1,0,0,493,32,0,3,2,1,0,0,9,35,0,10,1
67,5,2,0,0,1,0,461,85,0,24,1,2,0,0,17,37,12,4,0
51,0,3,0,0,0,0,612,36,3,17,1,0,0,0,15,46,4,4,0
61,4,4,2,0,0,0,412,124,7,17,1,0,0,0,35,37,14,7,0
103,0,4,2,0,0,0,509,64,7,16,2,0,0,1,27,37,9,8,0
66,4,1,1,0,1,0,448,120,11,23,1,0,0,0,26,35,13,4,0
84,0,5,2,0,0,0,433,70,6,12,1,1,0,0,14,41,8,8,0
30,9,2,2,0,1,0,645,72,0,0,1,1,0,0,10,43,1,6,0
91,5,2,0,0,0,0,657,67,5,16,1,0,0,0,27,45,9,3,0
32,3,0,4,1,0,0,512,34,1,4,2,1,0,0,1,36,1,7,1
42,0,4,1,0,0,0,457,65,3,1,1,0,0,0,0,37,2,6,0
37,1,4,1,4,1,1,518,63,4,3,1,2,0,0,22,28,4,11,1
98,1,6,0,0,0,0,636,55,4,13,3,1,0,1,12,44,22,9,0
97,4,2,0,0,0,0,498,143,0,18,2,1,0,0,20,51,9,4,0
34,4,4,3,0,0,0,648,104,1,2,1,2,0,0,0,33,6,8,0
30,3,5,0,0,0,0,362,128,0,1,1,1,0,1,18,33,1,6,1
66,6,3,0,0,0,0,549,106,4,17,6,1,0,0,28,47,6,9,1
56,6,2,3,2,1,0,621,115,9,9,2,0,1,0,10,37,13,10,1
80,9,2,2,1,0,0,745,121,15,36,7,2,0,0,3,28,20,12,1
59,9,5,2,0,0,0,472,51,0,6,1,2,0,0,20,39,0,8,1
30,5,2,0,1,0,0,602,157,0,0,3,1,0,1,16,28,3,6,1
49,4,4,0,0,0,0,537,51,3,14,4,2,0,0,4,43,8,8,0
62,10,5,0,2,2,0,399,157,6,13,4,0,0,0,23,29,14,13,1
71,4,0,0,0,1,0,485,40,0,17,1,0,0,0,0,28,10,2,0
79,6,7,1,0,0,0,611,131,6,17,4,3,0,0,0,37,16,12,1
126,11,6,2,1,0,0,865,120,15,35,3,3,0,0,11,44,21,12,1
53,8,4,3,2,1,0,471,256,6,18,4,1,0,0,3,35,19,14,1
46,4,7,1,0,0,0,502,136,2,13,1,2,0,1,14,44,13,9,1
30,0,3,3,0,0,0,590,100,0,2,2,0,0,0,17,48,0,8,0
71,6,6,2,2,0,1,649,150,6,16,2,1,0,1,25,35,12,12,1
101,4,4,3,1,0,0,564,96,11,19,1,0,1,0,13,30,19,9,1
56,8,8,1,2,1,1,646,154,7,21,2,0,0,0,20,38,14,14,1
104,8,5,0,0,0,1,619,164,7,22,1,0,0,0,39,41,14,6,0
62,6,6,3,1,0,0,579,79,1,9,1,2,1,0,28,22,11,11,1
117,4,6,2,0,0,0,511,92,7,15,1,1,0,0,35,42,26,9,1
66,1,3,0,0,0,0,380,80,6,14,1,1,0,0,24,43,16,4,0
30,5,3,1,1,0,0,562,97,0,8,1,3,0,0,20,39,6,6,1
37,4,7,0,2,0,0,592,53,2,13,1,2,0,0,15,39,5,10,1
30,5,3,2,0,0,0,565,105,2,0,2,2,0,0,20,39,1,7,1
30,4,4,3,1,0,0,453,97,0,9,2,4,0,0,20,46,2,10,1
74,0,4,2,0,0,0,375,38,2,14,2,0,0,1,0,54,3,8,1
78,2,0,1,2,0,0,475,63,0,17,3,1,1,0,27,27,9,6,1
96,4,6,2,0,0,0,538,103,5,27,1,0,1,0,14,43,9,9,1
65,0,8,1,1,0,0,545,63,7,18,2,0,1,0,12,53,15,12,1
51,3,1,0,1,0,0,496,81,3,16,1,0,0,0,4,50,8,3,0
50,5,4,0,1,3,0,452,112,2,10,3,1,1,0,33,38,0,11,1
88,3,3,2,0,0,0,484,56,2,25,1,3,0,0,30,49,10,6,0
76,3,4,3,1,0,1,537,116,8,18,1,1,0,0,22,41,9,9,1
44,0,6,1,0,0,0,622,27,0,2,3,0,0,0,0,41,0,10,1
71,0,4,1,0,0,0,529,88,9,20,3,0,0,0,11,48,14,8,0
86,2,6,0,0,0,0,571,70,4,22,3,1,0,0,10,35,10,9,1
30,2,3,1,0,0,1,452,115,0,0,1,0,0,0,20,44,0,5,0
66,5,2,1,0,0,0,577,94,5,19,3,0,0,0,3,44,13,6,0
70,7,5,2,0,0,0,366,179,2,3,3,0,0,0,0,33,3,10,0
49,1,5,2,1,0,0,404,90,5,11,1,0,1,0,27,50,0,9,1
46,3,8,1,1,0,0,517,63,6,6,1,0,0,0,36,36,7,11,0
113,7,6,0,0,0,0,521,124,7,21,3,1,0,0,8,41,14,9,1
83,5,5,1,1,0,0,533,80,6,24,1,0,0,0,13,41,23,8,0
112,1,6,1,2,2,0,521,106,8,9,2,0,0,0,27,34,20,13,1
34,6,4,0,0,0,0,493,129,1,4,2,2,0,0,13,51,3,6,0
45,0,7,0,0,1,0,493,10,0,17,2,0,0,0,24,43,1,10,0
83,0,7,0,1,1,0,440,109,11,17,4,0,0,0,25,38,19,13,1
30,1,4,4,1,0,0,595,22,0,0,1,1,0,0,3,45,3,10,0
34,0,6,2,0,0,0,537,62,3,12,2,0,0,0,24,35,5,10,1
30,2,3,2,0,0,0,488,136,0,3,1,1,0,0,20,43,6,6,1
108,5,8,4,0,0,0,501,83,4,32,1,0,0,0,23,49,22,13,0
99,10,5,1,1,0,0,406,87,0,21,2,0,0,0,12,36,18,9,1
63,8,4,0,0,0,0,592,113,6,12,1,1,0,0,0,43,11,5,0
77,5,7,0,0,0,0,494,117,4,10,1,1,0,0,23,45,7,8,1
71,4,4,1,1,0,0,434,82,2,4,4,0,0,0,29,45,3,10,1
34,1,3,2,0,1,0,481,69,3,0,1,0,0,0,10,46,0,7,0
92,6,7,3,0,0,0,562,66,3,20,2,3,0,0,9,33,9,12,1
48,1,4,0,0,0,0,499,57,2,9,1,0,0,0,12,39,0,5,0
90,5,4,2,0,1,0,649,31,11,20,1,0,0,0,19,45,10,8,0
48,4,5,2,0,0,0,634,91,7,20,2,4,0,0,9,36,8,9,1
50,2,5,4,0,0,0,493,70,5,14,2,4,0,1,6,40,0,11,1
73,7,6,1,1,1,0,624,113,12,27,2,0,0,0,12,45,26,11,1
69,0,5,1,0,0,0,489,34,0,12,1,0,0,0,14,35,5,7,0
79,4,4,0,2,0,0,485,48,3,12,1,1,0,1,18,36,9,7,0
62,2,2,2,0,0,0,638,105,5,8,2,0,0,0,0,36,16,6,0
30,1,5,0,0,0,0,512,65,0,0,1,1,0,0,12,50,5,6,0
44,1,7,0,0,0,0,433,53,2,13,2,1,0,0,19,41,11,9,1
33,0,5,0,1,0,0,464,25,0,4,1,1,0,1,11,40,3,7,1
71,0,2,1,1,0,0,549,28,8,23,1,1,0,0,9,48,13,5,0
30,0,6,2,1,0,0,438,73,0,0,1,0,0,0,19,49,0,10,1
30,2,5,0,1,0,0,544,31,1,4,4,0,0,0,13,49,0,10,0
53,3,8,2,0,0,0,575,0,1,6,1,3,0,0,8,35,8,11,0
51,2,2,3,1,0,0,516,109,5,17,1,2,0,0,5,34,15,7,0
74,0,6,2,1,0,0,496,58,4,13,2,1,0,0,13,42,10,11,0
30,2,2,1,0,0,0,446,35,0,7,2,1,0,0,0,47,2,5,0
67,6,2,2,0,0,0,636,128,10,27,1,1,1,0,11,40,21,5,0
30,1,2,1,0,0,0,426,47,0,6,1,0,0,0,14,34,0,4,0
34,3,3,2,1,0,0,519,85,3,14,2,1,0,0,15,41,15,8,0
46,0,5,2,0,0,0,428,71,1,11,2,1,1,0,36,37,0,9,0
36,3,9,3,0,0,0,470,82,4,12,2,2,0,0,5,45,11,14,1
81,2,5,3,1,0,0,566,70,6,21,3,1,0,0,36,47,11,12,1
54,3,5,1,0,0,0,431,59,0,10,1,1,0,0,24,37,11,7,0
63,2,6,2,1,0,0,438,87,6,11,1,1,0,0,4,50,10,10,1
83,2,8,1,0,0,0,574,76,6,17,1,1,0,0,12,40,14,10,0
30,2,4,2,0,2,0,579,52,0,0,1,0,0,0,20,44,0,9,1
